Pokemon Id,Pokedex Number,Pokemon Name,Classification,Alternate Form Name,Original Pokemon ID,Legendary Type,Pokemon Height,Pokemon Weight,Primary Type,Secondary Type,Primary Ability,Primary Ability Description,Secondary Ability,Secondary Ability Description,Hidden Ability,Hidden Ability Description,Special Event Ability,Special Event Ability Description,Male Ratio,Female Ratio,Base Happiness,Game(s) of Origin,Health Stat,Attack Stat,Defense Stat,Special Attack Stat,Special Defense Stat,Speed Stat,Base Stat Total,Health EV,Attack EV,Defense EV,Special Attack EV,Special Defense EV,Speed EV,EV Yield Total,Catch Rate,Experience Growth,Experience Growth Total,Primary Egg Group,Secondary Egg Group,Egg Cycle Count,Pre-Evolution Pokemon Id,Evolution Details,Pokedex Entry
509,381,"""Latios""","""Eon Pokémon""",NULL,NULL,"""Sub-Legendary""",2.0,60.0,"""Dragon""","""Psychic""","""Levitate""","""By floating in the air, the Pokémon receives full immunity to all Ground-type moves.""",NULL,NULL,NULL,NULL,NULL,NULL,100,0,90,"""Ruby""",80,90,80,130,110,110,600,0,0,0,3,0,0,3,3,"""Slow""",1250000,"""No Eggs Discovered""",NULL,120,NULL,NULL,LATIOS has the ability to make its foe see an image of what it has seen or imagines in its head. This POKéMON is intelligent and understands human speech.
1399,381,"""Latios""","""Eon Pokémon""","""Mega""",509,NULL,2.3,70.0,"""Dragon""","""Psychic""","""Levitate""","""By floating in the air, the Pokémon receives full immunity to all Ground-type moves.""",NULL,NULL,NULL,NULL,NULL,NULL,100,0,90,"""Omega Ruby""",80,130,100,160,120,110,700,0,0,0,3,0,0,3,3,"""Slow""",1250000,"""No Eggs Discovered""",NULL,120,NULL,NULL,LATIOS has the ability to make its foe see an image of what it has seen or imagines in its head. This POKéMON is intelligent and understands human speech.
510,382,"""Kyogre""","""Sea Basin Pokémon""",NULL,NULL,"""Legendary""",4.5,352.0,"""Water""",NULL,"""Drizzle""","""The Pokémon makes it rain when it enters a battle.""",NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,"""Ruby""",100,100,90,150,140,90,670,0,0,0,3,0,0,3,3,"""Slow""",1250000,"""No Eggs Discovered""",NULL,120,NULL,NULL,KYOGRE has the power to create massive rain clouds that cover the entire sky and bring about torrential downpours. This POKéMON saved people who were suffering from droughts.
1432,382,"""Kyogre""","""Sea Basin Pokémon""","""Primal""",510,"""Legendary""",9.8,430.0,"""Water""",NULL,"""Primordial Sea""","""The Pokémon changes the weather to nullify Fire-type attacks.""",NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,"""Omega Ruby""",100,150,90,180,160,90,770,0,0,0,3,0,0,3,3,"""Slow""",1250000,"""No Eggs Discovered""",NULL,120,NULL,NULL,KYOGRE has the power to create massive rain clouds that cover the entire sky and bring about torrential downpours. This POKéMON saved people who were suffering from droughts.
511,383,"""Groudon""","""Continent Pokémon""",NULL,NULL,"""Legendary""",3.5,950.0,"""Ground""",NULL,"""Drought""","""Turns the sunlight harsh when the Pokémon enters a battle.""",NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,"""Ruby""",100,150,140,100,90,90,670,0,3,0,0,0,0,3,3,"""Slow""",1250000,"""No Eggs Discovered""",NULL,120,NULL,NULL,GROUDON has long been described in  mythology as the POKéMON that raised lands and expanded continents. This POKéMON took to sleep after a cataclysmic battle with KYOGRE.
1433,383,"""Groudon""","""Continent Pokémon""","""Primal""",511,"""Legendary""",5.0,999.7,"""Ground""","""Fire""","""Desolate Land""","""The Pokémon changes the weather to nullify Water-type attacks.""",NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,"""Omega Ruby""",100,180,160,150,90,90,770,0,3,0,0,0,0,3,3,"""Slow""",1250000,"""No Eggs Discovered""",NULL,120,NULL,NULL,GROUDON has long been described in  mythology as the POKéMON that raised lands and expanded continents. This POKéMON took to sleep after a cataclysmic battle with KYOGRE.
512,384,"""Rayquaza""","""Sky High Pokémon""",NULL,NULL,"""Legendary""",7.0,206.5,"""Dragon""","""Flying""","""Air Lock""","""Eliminates the effects of weather.""",NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,"""Ruby""",105,150,90,150,90,95,680,0,2,0,1,0,0,3,45,"""Slow""",1250000,"""No Eggs Discovered""",NULL,120,NULL,NULL,"RAYQUAZA lived for hundreds of millions of years in the earth’s ozone layer,  never descending to the ground. This POKéMON appears to feed on water and particles in the atmosphere."
1431,384,"""Rayquaza""","""Sky High Pokémon""","""Mega""",512,"""Legendary""",10.8,392.0,"""Dragon""","""Flying""","""Delta Stream""","""The Pokémon changes the weather to eliminate all of the Flying type's weaknesses.""",NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,"""Omega Ruby""",105,180,100,180,100,115,780,0,2,0,1,0,0,3,45,"""Slow""",1250000,"""No Eggs Discovered""",NULL,120,NULL,NULL,"RAYQUAZA lived for hundreds of millions of years in the earth’s ozone layer,  never descending to the ground. This POKéMON appears to feed on water and particles in the atmosphere."
513,385,"""Jirachi""","""Wish Pokémon""",NULL,NULL,"""Mythical""",0.3,1.1,"""Steel""","""Psychic""","""Serene Grace""","""Boosts the likelihood of additional effects occurring when attacking.""",NULL,NULL,NULL,NULL,NULL,NULL,0,0,100,"""Ruby""",100,100,100,100,100,100,600,3,0,0,0,0,0,3,3,"""Slow""",1250000,"""No Eggs Discovered""",NULL,120,NULL,NULL,"A legend states that JIRACHI will make true any wish that is written on notes attached to its head when it awakens. If this POKéMON senses danger, it will fight without awakening."
514,386,"""Deoxys""","""DNA Pokémon""",NULL,NULL,"""Mythical""",1.7,60.8,"""Psychic""",NULL,"""Pressure""","""By putting pressure on the opposing Pokémon, it raises their PP usage.""",NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,"""Ruby""",50,150,50,150,50,150,600,0,1,0,1,0,1,3,3,"""Slow""",1250000,"""No Eggs Discovered""",NULL,120,NULL,NULL,The DNA of a space virus underwent a sudden mutation upon exposure to a laser beam and resulted in DEOXYS. The crystalline organ on this POKéMON’s chest appears to be its brain.
1391,386,"""Deoxys""","""DNA Pokémon""","""Attack""",514,"""Mythical""",1.7,60.8,"""Psychic""",NULL,"""Pressure""","""By putting pressure on the opposing Pokémon, it raises their PP usage.""",NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,"""Fire Red""",50,180,20,180,20,150,600,0,2,0,1,0,0,3,3,"""Slow""",1250000,"""No Eggs Discovered""",NULL,120,NULL,NULL,The DNA of a space virus underwent a sudden mutation upon exposure to a laser beam and resulted in DEOXYS. The crystalline organ on this POKéMON’s chest appears to be its brain.
1392,386,"""Deoxys""","""DNA Pokémon""","""Defense""",514,"""Mythical""",1.7,60.8,"""Psychic""",NULL,"""Pressure""","""By putting pressure on the opposing Pokémon, it raises their PP usage.""",NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,"""Leaf Green""",50,70,160,70,160,90,600,0,0,2,0,1,0,3,3,"""Slow""",1250000,"""No Eggs Discovered""",NULL,120,NULL,NULL,The DNA of a space virus underwent a sudden mutation upon exposure to a laser beam and resulted in DEOXYS. The crystalline organ on this POKéMON’s chest appears to be its brain.
1393,386,"""Deoxys""","""DNA Pokémon""","""Speed""",514,"""Mythical""",1.7,60.8,"""Psychic""",NULL,"""Pressure""","""By putting pressure on the opposing Pokémon, it raises their PP usage.""",NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,"""Emerald""",50,95,90,95,90,180,600,0,0,0,0,0,3,3,3,"""Slow""",1250000,"""No Eggs Discovered""",NULL,120,NULL,NULL,The DNA of a space virus underwent a sudden mutation upon exposure to a laser beam and resulted in DEOXYS. The crystalline organ on this POKéMON’s chest appears to be its brain.
591,387,"""Turtwig""","""Tiny Leaf Pokémon""",NULL,NULL,NULL,0.4,10.2,"""Grass""",NULL,"""Overgrow""","""Powers up Grass-type moves when the Pokémon's HP is low.""",NULL,NULL,"""Shell Armor""","""A hard shell protects the Pokémon from critical hits.""",NULL,NULL,87.5,12.5,50,"""Diamond""",55,68,64,45,55,31,318,0,1,0,0,0,0,1,45,"""Medium Slow""",1059860,"""Monster""","""Grass""",20,NULL,NULL,"Made from soil, the shell on its back hardens when it drinks water. It lives along lakes."
592,388,"""Grotle""","""Grove Pokémon""",NULL,NULL,NULL,1.1,97.0,"""Grass""",NULL,"""Overgrow""","""Powers up Grass-type moves when the Pokémon's HP is low.""",NULL,NULL,"""Shell Armor""","""A hard shell protects the Pokémon from critical hits.""",NULL,NULL,87.5,12.5,50,"""Diamond""",75,89,85,55,65,36,405,0,1,1,0,0,0,2,45,"""Medium Slow""",1059860,"""Monster""","""Grass""",20,591,"""Level 18""",It knows where pure water wells up. It carries fellow Pokémon there on its back.
593,389,"""Torterra""","""Continent Pokémon""",NULL,NULL,NULL,2.2,310.0,"""Grass""","""Ground""","""Overgrow""","""Powers up Grass-type moves when the Pokémon's HP is low.""",NULL,NULL,"""Shell Armor""","""A hard shell protects the Pokémon from critical hits.""",NULL,NULL,87.5,12.5,50,"""Diamond""",95,109,105,75,85,56,525,0,2,1,0,0,0,3,45,"""Medium Slow""",1059860,"""Monster""","""Grass""",20,592,"""Level 32""",Small Pokémon occasionally gather on its unmoving back to begin building their nests.
34,390,"""Chimchar""","""Chimp Pokémon""",NULL,NULL,NULL,0.5,6.2,"""Fire""",NULL,"""Blaze""","""Powers up Fire-type moves when the Pokémon's HP is low.""",NULL,NULL,"""Iron Fist""","""Powers up punching moves.""",NULL,NULL,87.5,12.5,50,"""Diamond""",44,58,44,58,44,61,309,0,0,0,0,0,1,1,45,"""Medium Slow""",1059860,"""Field""","""Human-Like""",20,NULL,NULL,It agilely scales sheer cliffs to live atop craggy mountains. Its fire is put out when it sleeps.
35,391,"""Monferno""","""Playful Pokémon""",NULL,NULL,NULL,0.9,22.0,"""Fire""","""Fighting""","""Blaze""","""Powers up Fire-type moves when the Pokémon's HP is low.""",NULL,NULL,"""Iron Fist""","""Powers up punching moves.""",NULL,NULL,87.5,12.5,50,"""Diamond""",64,78,52,78,52,81,405,0,0,0,1,0,1,2,45,"""Medium Slow""",1059860,"""Field""","""Human-Like""",20,34,"""Level 14""","To intimidate attackers, it stretches the fire on its tail to make itself appear bigger."
19,392,"""Infernape""","""Flame Pokémon""",NULL,NULL,NULL,1.2,55.0,"""Fire""","""Fighting""","""Blaze""","""Powers up Fire-type moves when the Pokémon's HP is low.""",NULL,NULL,"""Iron Fist""","""Powers up punching moves.""",NULL,NULL,87.5,12.5,50,"""Diamond""",76,104,71,104,71,108,534,0,1,0,1,0,1,3,45,"""Medium Slow""",1059860,"""Field""","""Human-Like""",20,35,"""Level 36""",It uses a special kind of martial arts involving all its limbs. Its fire never goes out.
594,393,"""Piplup""","""Penguin Pokémon""",NULL,NULL,NULL,0.4,5.2,"""Water""",NULL,"""Torrent""","""Powers up Water-type moves when the Pokémon's HP is low.""",NULL,NULL,"""Competitive""","""Boosts the Sp. Atk stat sharply when a stat is lowered.""",NULL,NULL,87.5,12.5,50,"""Diamond""",53,51,53,61,56,40,314,0,0,0,1,0,0,1,45,"""Medium Slow""",1059860,"""Water 1""","""Field""",20,NULL,NULL,"Because it is very proud, it hates accepting food from people. Its thick down guards it from cold."
595,394,"""Prinplup""","""Penguin Pokémon""",NULL,NULL,NULL,0.8,23.0,"""Water""",NULL,"""Torrent""","""Powers up Water-type moves when the Pokémon's HP is low.""",NULL,NULL,"""Competitive""","""Boosts the Sp. Atk stat sharply when a stat is lowered.""",NULL,NULL,87.5,12.5,50,"""Diamond""",64,66,68,81,76,50,405,0,0,0,2,0,0,2,45,"""Medium Slow""",1059860,"""Water 1""","""Field""",20,594,"""Level 16""","It lives alone, away from others. Apparently, every one of them believes it is the most important."
596,395,"""Empoleon""","""Emperor Pokémon""",NULL,NULL,NULL,1.7,84.5,"""Water""","""Steel""","""Torrent""","""Powers up Water-type moves when the Pokémon's HP is low.""",NULL,NULL,"""Competitive""","""Boosts the Sp. Atk stat sharply when a stat is lowered.""",NULL,NULL,87.5,12.5,50,"""Diamond""",84,86,88,111,101,60,530,0,0,0,3,0,0,3,45,"""Medium Slow""",1059860,"""Water 1""","""Field""",20,595,"""Level 36""",The three horns that extend from its beak attest to its power. The leader has the biggest horns.
597,396,"""Starly""","""Starling Pokémon""",NULL,NULL,NULL,0.3,2.0,"""Normal""","""Flying""","""Keen Eye""","""Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.""",NULL,NULL,"""Reckless""","""Powers up moves that have recoil damage.""",NULL,NULL,50,50,50,"""Diamond""",40,55,30,30,30,60,245,0,0,0,0,0,1,1,255,"""Medium Slow""",1059860,"""Flying""",NULL,15,NULL,NULL,"They flock in great numbers. Though small, they flap their wings with great power."
598,397,"""Staravia""","""Starling Pokémon""",NULL,NULL,NULL,0.6,15.5,"""Normal""","""Flying""","""Intimidate""","""The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.""",NULL,NULL,"""Reckless""","""Powers up moves that have recoil damage.""",NULL,NULL,50,50,50,"""Diamond""",55,75,50,40,40,80,340,0,0,0,0,0,2,2,120,"""Medium Slow""",1059860,"""Flying""",NULL,15,597,"""Level 14""",It flies around forests and fields in search of bug Pokémon. It stays within a huge flock.
599,398,"""Staraptor""","""Predator Pokémon""",NULL,NULL,NULL,1.2,24.9,"""Normal""","""Flying""","""Intimidate""","""The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.""",NULL,NULL,"""Reckless""","""Powers up moves that have recoil damage.""",NULL,NULL,50,50,50,"""Diamond""",85,120,70,50,60,100,485,0,3,0,0,0,0,3,45,"""Medium Slow""",1059860,"""Flying""",NULL,15,598,"""Level 34""",It has a savage nature. It will courageously challenge foes that are much larger.
600,399,"""Bidoof""","""Plump Mouse Pokémon""",NULL,NULL,NULL,0.5,20.0,"""Normal""",NULL,"""Simple""","""The stat changes the Pokémon receives are doubled.""","""Unaware""","""When attacking, the Pokémon ignores the target Pokémon's stat changes.""","""Moody""","""Raises one stat sharply and lowers another every turn.""",NULL,NULL,50,50,50,"""Diamond""",59,45,40,35,40,31,250,1,0,0,0,0,0,1,255,"""Medium Fast""",1000000,"""Water 1""","""Field""",15,NULL,NULL,"With nerves of steel, nothing can perturb it. It is more agile and active than it appears."
601,400,"""Bibarel""","""Beaver Pokémon""",NULL,NULL,NULL,1.0,31.5,"""Normal""","""Water""","""Simple""","""The stat changes the Pokémon receives are doubled.""","""Unaware""","""When attacking, the Pokémon ignores the target Pokémon's stat changes.""","""Moody""","""Raises one stat sharply and lowers another every turn.""",NULL,NULL,50,50,50,"""Diamond""",79,85,60,55,60,71,410,0,2,0,0,0,0,2,127,"""Medium Fast""",1000000,"""Water 1""","""Field""",15,600,"""Level 15""",It makes its nest by damming streams with bark and mud. It is known as an industrious worker.
602,401,"""Kricketot""","""Cricket Pokémon""",NULL,NULL,NULL,0.3,2.2,"""Bug""",NULL,"""Shed Skin""","""The Pokémon may heal its own status conditions by shedding its skin.""",NULL,NULL,"""Run Away""","""Enables a sure getaway from wild Pokémon.""",NULL,NULL,50,50,50,"""Diamond""",37,25,41,25,41,25,194,0,0,1,0,0,0,1,255,"""Medium Slow""",1059860,"""Bug""",NULL,15,NULL,NULL,"It shakes its head back to front, causing its antennae to hit each other and sound like a xylophone."
603,402,"""Kricketune""","""Cricket Pokémon""",NULL,NULL,NULL,1.0,25.5,"""Bug""",NULL,"""Swarm""","""Powers up Bug-type moves when the Pokémon's HP is low.""",NULL,NULL,"""Technician""","""Powers up the Pokémon's weaker moves.""",NULL,NULL,50,50,50,"""Diamond""",77,85,51,55,51,65,384,0,2,0,0,0,0,2,45,"""Medium Slow""",1059860,"""Bug""",NULL,15,602,"""Level 10""",It crosses its knifelike arms in front of its chest when it cries. It can compose melodies ad lib.
20,403,"""Shinx""","""Flash Pokémon""",NULL,NULL,NULL,0.5,9.5,"""Electric""",NULL,"""Rivalry""","""Becomes competitive and deals more damage to Pokémon of the same gender, but deals less to Pokémon of the opposite gender.""","""Intimidate""","""The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.""","""Guts""","""It's so gutsy that having a status condition boosts the Pokémon's Attack stat.""",NULL,NULL,50,50,50,"""Diamond""",45,65,34,40,34,45,263,0,1,0,0,0,0,1,235,"""Medium Slow""",1059860,"""Field""",NULL,20,NULL,NULL,All of its fur dazzles if danger is sensed. It flees while the foe is momentarily blinded.
21,404,"""Luxio""","""Spark Pokémon""",NULL,NULL,NULL,0.9,30.5,"""Electric""",NULL,"""Rivalry""","""Becomes competitive and deals more damage to Pokémon of the same gender, but deals less to Pokémon of the opposite gender.""","""Intimidate""","""The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.""","""Guts""","""It's so gutsy that having a status condition boosts the Pokémon's Attack stat.""",NULL,NULL,50,50,100,"""Diamond""",60,85,49,60,49,60,363,0,2,0,0,0,0,2,120,"""Medium Slow""",1059860,"""Field""",NULL,20,20,"""Level 15""",Its claws loose electricity with enough amperage to cause fainting. They live in small groups.
22,405,"""Luxray""","""Gleam Eyes Pokémon""",NULL,NULL,NULL,1.4,42.0,"""Electric""",NULL,"""Rivalry""","""Becomes competitive and deals more damage to Pokémon of the same gender, but deals less to Pokémon of the opposite gender.""","""Intimidate""","""The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.""","""Guts""","""It's so gutsy that having a status condition boosts the Pokémon's Attack stat.""",NULL,NULL,50,50,50,"""Diamond""",80,120,79,95,79,70,523,0,3,0,0,0,0,3,45,"""Medium Slow""",1059860,"""Field""",NULL,20,21,"""Level 30""",It has eyes that can see through anything. It spots and captures prey hiding behind objects.
604,406,"""Budew""","""Bud Pokémon""",NULL,NULL,NULL,0.2,1.2,"""Grass""","""Poison""","""Natural Cure""","""All status conditions heal when the Pokémon switches out.""","""Poison Point""","""Contact with the Pokémon may poison the attacker.""","""Leaf Guard""","""Prevents status conditions in harsh sunlight.""",NULL,NULL,50,50,50,"""Diamond""",40,30,35,50,70,55,280,0,0,0,1,0,0,1,255,"""Medium Slow""",1059860,"""No Eggs Discovered""",NULL,20,NULL,NULL,"Over the winter, it closes its bud and endures the cold. In spring, the bud opens and releases pollen."
605,407,"""Roserade""","""Bouquet Pokémon""",NULL,NULL,NULL,0.9,14.5,"""Grass""","""Poison""","""Natural Cure""","""All status conditions heal when the Pokémon switches out.""","""Poison Point""","""Contact with the Pokémon may poison the attacker.""","""Technician""","""Powers up the Pokémon's weaker moves.""",NULL,NULL,50,50,50,"""Diamond""",60,70,65,125,105,90,515,0,0,0,3,0,0,3,75,"""Medium Slow""",1059860,"""Fairy""","""Grass""",20,443,"""Shiny Stone""","It attracts prey with a sweet aroma, then downs it with thorny whips hidden in its arms."
606,408,"""Cranidos""","""Head Butt Pokémon""",NULL,NULL,NULL,0.9,31.5,"""Rock""",NULL,"""Mold Breaker""","""Moves can be used on the target regardless of its Abilities.""",NULL,NULL,"""Sheer Force""","""Removes additional effects to increase the power of moves when attacking.""",NULL,NULL,87.5,12.5,50,"""Diamond""",67,125,40,30,30,58,350,0,1,0,0,0,0,1,45,"""Erratic""",600000,"""Monster""",NULL,30,NULL,NULL,It lived in jungles around 100 million years ago. Its skull is as hard as iron.
607,409,"""Rampardos""","""Head Butt Pokémon""",NULL,NULL,NULL,1.6,102.5,"""Rock""",NULL,"""Mold Breaker""","""Moves can be used on the target regardless of its Abilities.""",NULL,NULL,"""Sheer Force""","""Removes additional effects to increase the power of moves when attacking.""",NULL,NULL,87.5,12.5,50,"""Diamond""",97,165,60,65,50,58,495,0,2,0,0,0,0,2,45,"""Erratic""",600000,"""Monster""",NULL,30,606,"""Level 30""",Its powerful head butt has enough power to shatter even the most durable things upon impact.
608,410,"""Shieldon""","""Shield Pokémon""",NULL,NULL,NULL,0.5,57.0,"""Rock""","""Steel""","""Sturdy""","""It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.""",NULL,NULL,"""Soundproof""","""Soundproofing gives the Pokémon full immunity to all sound-based moves.""",NULL,NULL,87.5,12.5,50,"""Diamond""",30,42,118,42,88,30,350,0,0,1,0,0,0,1,45,"""Erratic""",600000,"""Monster""",NULL,30,NULL,NULL,A Pokémon that lived in jungles around 100 million years ago. Its facial hide is extremely hard.
609,411,"""Bastiodon""","""Shield Pokémon""",NULL,NULL,NULL,1.3,149.5,"""Rock""","""Steel""","""Sturdy""","""It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.""",NULL,NULL,"""Soundproof""","""Soundproofing gives the Pokémon full immunity to all sound-based moves.""",NULL,NULL,87.5,12.5,50,"""Diamond""",60,52,168,47,138,30,495,0,0,2,0,0,0,2,45,"""Erratic""",600000,"""Monster""",NULL,30,608,"""Level 30""",Any frontal attack is repulsed. It is a docile Pokémon that feeds on grass and berries.
610,412,"""Burmy""","""Bagworm Pokémon""",NULL,NULL,NULL,0.2,3.4,"""Bug""",NULL,"""Shed Skin""","""The Pokémon may heal its own status conditions by shedding its skin.""",NULL,NULL,"""Overcoat""","""Protects the Pokémon from things like sand, hail, and powder.""",NULL,NULL,50,50,50,"""Diamond""",40,29,45,29,45,36,224,0,0,0,0,1,0,1,120,"""Medium Fast""",1000000,"""Bug""",NULL,15,NULL,NULL,"To shelter itself from cold, wintry winds, it covers itself with a cloak made of twigs and leaves."
1645,412,"""Burmy""","""Bagworm Pokémon""","""Sandy""",610,NULL,0.2,3.4,"""Bug""",NULL,"""Shed Skin""","""The Pokémon may heal its own status conditions by shedding its skin.""",NULL,NULL,"""Overcoat""","""Protects the Pokémon from things like sand, hail, and powder.""",NULL,NULL,50,50,50,"""Diamond""",40,29,45,29,45,36,224,0,0,0,0,1,0,1,120,"""Medium Fast""",1000000,"""Bug""",NULL,15,NULL,NULL,"To shelter itself from cold, wintry winds, it covers itself with a cloak made of twigs and leaves."
1646,412,"""Burmy""","""Bagworm Pokémon""","""Trash""",610,NULL,0.2,3.4,"""Bug""",NULL,"""Shed Skin""","""The Pokémon may heal its own status conditions by shedding its skin.""",NULL,NULL,"""Overcoat""","""Protects the Pokémon from things like sand, hail, and powder.""",NULL,NULL,50,50,50,"""Diamond""",40,29,45,29,45,36,224,0,0,0,0,1,0,1,120,"""Medium Fast""",1000000,"""Bug""",NULL,15,NULL,NULL,"To shelter itself from cold, wintry winds, it covers itself with a cloak made of twigs and leaves."
611,413,"""Wormadam""","""Bagworm Pokémon""",NULL,NULL,NULL,0.5,6.5,"""Bug""","""Grass""","""Anticipation""","""The Pokémon can sense an opposing Pokémon's dangerous moves.""",NULL,NULL,"""Overcoat""","""Protects the Pokémon from things like sand, hail, and powder.""",NULL,NULL,0,100,50,"""Diamond""",60,59,85,79,105,36,424,0,0,0,0,2,0,2,45,"""Medium Fast""",1000000,"""Bug""",NULL,15,610,"""Level 20 When Female""","When BURMY evolved, its cloak became a part of this Pokémon’s body. The cloak is never shed."
1568,413,"""Wormadam""","""Bagworm Pokémon""","""Sandy""",611,NULL,0.5,6.5,"""Bug""","""Ground""","""Anticipation""","""The Pokémon can sense an opposing Pokémon's dangerous moves.""",NULL,NULL,"""Overcoat""","""Protects the Pokémon from things like sand, hail, and powder.""",NULL,NULL,0,100,50,"""Diamond""",60,79,105,59,85,36,424,0,0,2,0,0,0,2,45,"""Medium Fast""",1000000,"""Bug""",NULL,15,1645,"""Level 20 When Female""","When BURMY evolved, its cloak became a part of this Pokémon’s body. The cloak is never shed."
1569,413,"""Wormadam""","""Bagworm Pokémon""","""Trash""",611,NULL,0.5,6.5,"""Bug""","""Steel""","""Anticipation""","""The Pokémon can sense an opposing Pokémon's dangerous moves.""",NULL,NULL,"""Overcoat""","""Protects the Pokémon from things like sand, hail, and powder.""",NULL,NULL,0,100,50,"""Diamond""",60,69,95,69,95,36,424,0,0,1,0,1,0,2,45,"""Medium Fast""",1000000,"""Bug""",NULL,15,1646,"""Level 20 When Female""","When BURMY evolved, its cloak became a part of this Pokémon’s body. The cloak is never shed."
612,414,"""Mothim""","""Moth Pokémon""",NULL,NULL,NULL,0.9,23.3,"""Bug""","""Flying""","""Swarm""","""Powers up Bug-type moves when the Pokémon's HP is low.""",NULL,NULL,"""Tinted Lens""","""The Pokémon can use """"not very effective"""" moves to deal regular damage.""",NULL,NULL,100,0,50,"""Diamond""",70,94,50,94,50,66,424,0,1,0,1,0,0,2,45,"""Medium Fast""",1000000,"""Bug""",NULL,15,610,"""Level 20 When Male""",It loves the honey of flowers and steals honey collected by COMBEE.
612,414,"""Mothim""","""Moth Pokémon""",NULL,NULL,NULL,0.9,23.3,"""Bug""","""Flying""","""Swarm""","""Powers up Bug-type moves when the Pokémon's HP is low.""",NULL,NULL,"""Tinted Lens""","""The Pokémon can use """"not very effective"""" moves to deal regular damage.""",NULL,NULL,100,0,50,"""Diamond""",70,94,50,94,50,66,424,0,1,0,1,0,0,2,45,"""Medium Fast""",1000000,"""Bug""",NULL,15,1645,"""Level 20 When Male""",It loves the honey of flowers and steals honey collected by COMBEE.
612,414,"""Mothim""","""Moth Pokémon""",NULL,NULL,NULL,0.9,23.3,"""Bug""","""Flying""","""Swarm""","""Powers up Bug-type moves when the Pokémon's HP is low.""",NULL,NULL,"""Tinted Lens""","""The Pokémon can use """"not very effective"""" moves to deal regular damage.""",NULL,NULL,100,0,50,"""Diamond""",70,94,50,94,50,66,424,0,1,0,1,0,0,2,45,"""Medium Fast""",1000000,"""Bug""",NULL,15,1646,"""Level 20 When Male""",It loves the honey of flowers and steals honey collected by COMBEE.
613,415,"""Combee""","""Tiny Bee Pokémon""",NULL,NULL,NULL,0.3,5.5,"""Bug""","""Flying""","""Honey Gather""","""The Pokémon may gather Honey after a battle.""",NULL,NULL,"""Hustle""","""Boosts the Attack stat, but lowers accuracy.""",NULL,NULL,87.5,12.5,50,"""Diamond""",30,30,42,30,42,70,244,0,0,0,0,0,1,1,120,"""Medium Slow""",1059860,"""Bug""",NULL,15,NULL,NULL,A Pokémon formed by three others. It busily carries sweet floral honey to VESPIQUEN.
614,416,"""Vespiquen""","""Beehive Pokémon""",NULL,NULL,NULL,1.2,38.5,"""Bug""","""Flying""","""Pressure""","""By putting pressure on the opposing Pokémon, it raises their PP usage.""",NULL,NULL,"""Unnerve""","""Unnerves opposing Pokémon and makes them unable to eat Berries.""",NULL,NULL,0,100,50,"""Diamond""",70,80,102,80,102,40,474,0,0,1,0,1,0,2,45,"""Medium Slow""",1059860,"""Bug""",NULL,15,613,"""Level 21 When Female""",Its abdomen is a honeycomb for grubs. It raises its grubs on honey collected by COMBEE.
615,417,"""Pachirisu""","""EleSquirrel Pokémon""",NULL,NULL,NULL,0.4,3.9,"""Electric""",NULL,"""Run Away""","""Enables a sure getaway from wild Pokémon.""","""Pickup""","""The Pokémon may pick up the item an opposing Pokémon used during a battle. It may pick up items outside of battle, too.""","""Volt Absorb""","""Restores HP if hit by an Electric-type move instead of taking damage.""",NULL,NULL,50,50,100,"""Diamond""",60,45,70,45,90,95,405,0,0,0,0,0,1,1,200,"""Medium Fast""",1000000,"""Field""","""Fairy""",10,NULL,NULL,It makes fur balls that crackle with static electricity. It stores them with berries in tree holes.
616,418,"""Buizel""","""Sea Weasel Pokémon""",NULL,NULL,NULL,0.7,29.5,"""Water""",NULL,"""Swift Swim""","""Boosts the Pokémon's Speed stat in rain.""",NULL,NULL,"""Water Veil""","""The Pokémon is covered with a water veil, which prevents the Pokémon from getting a burn.""",NULL,NULL,50,50,50,"""Diamond""",55,65,35,60,30,85,330,0,0,0,0,0,1,1,190,"""Medium Fast""",1000000,"""Water 1""","""Field""",20,NULL,NULL,It has a flotation sac that is like an inflatable collar. It floats on water with its head out.
